Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
 211:  1kdq-B  7.2  1.6   78    95   22 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 212:  2m9p-A  6.3  3.2  131   240   15 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          


Results: 20191114_JHL_1a0j
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1a0j-A 45.9  0.1  223   223  100 PDB  MOLECULE: TRYPSIN;                                                   
   2:  1an1-E 42.1  0.8  223   223   73 PDB  MOLECULE: TRYPSIN;                                                   
   3:  1trn-A 41.8  0.8  223   224   68 PDB  MOLECULE: TRYPSIN;                                                   
   4:  1h4w-A 41.5  0.9  223   224   67 PDB  MOLECULE: TRYPSIN IVA;                                               
   5:  1g3c-A 41.2  1.0  223   225   74 PDB  MOLECULE: BETA-TRYPSIN;                                              
   6:  1bit-A 40.2  1.6  222   222   69 PDB  MOLECULE: TRYPSIN;                                                   
   7:  2eek-A 39.3  1.7  220   220   68 PDB  MOLECULE: TRYPSIN-1;                                                 
   8:  1amh-A 38.7  1.1  221   223   67 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
   9:  4nff-A 38.0  1.3  223   230   45 PDB  MOLECULE: KALLIKREIN-2;                                              
  10:  2psx-A 37.7  1.2  222   227   45 PDB  MOLECULE: KALLIKREIN-5;                                              
  11:  1fxy-A 37.6  1.6  219   229   53 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  12:  2zch-P 37.6  1.2  223   237   42 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  13:  1spj-A 37.3  1.2  223   236   43 PDB  MOLECULE: KALLIKREIN 1;                                              
  14:  5zfh-A 36.9  1.4  220   224   42 PDB  MOLECULE: KALLIKREIN-7;                                              
  15:  1npm-A 36.7  1.3  218   223   47 PDB  MOLECULE: NEUROPSIN;                                                 
  16:  1fi8-B 36.4  1.2  218   227   42 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  17:  1sgf-G 36.4  1.3  223   232   42 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  18:  2qxg-A 36.2  1.4  221   225   42 PDB  MOLECULE: KALLIKREIN-7;                                              
  19:  1euf-A 36.0  1.2  216   224   42 PDB  MOLECULE: DUODENASE;                                                 
  20:  4dgj-A 35.9  1.4  220   235   39 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  21:  1au8-A 35.8  1.2  216   225   41 PDB  MOLECULE: CATHEPSIN G;                                               
  22:  3w94-A 35.7  1.5  220   235   37 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  23:  1ekb-B 35.6  1.4  220   235   38 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
  24:  1yc0-A 35.6  1.3  220   247   39 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  25:  5jb8-S 35.5  1.5  220   236   40 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  26:  1bqy-A 35.4  1.5  223   235   40 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  27:  1bru-P 35.4  1.3  221   241   40 PDB  MOLECULE: ELASTASE;                                                  
  28:  4bnr-A 35.4  1.3  217   237   44 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
  29:  3rp2-A 35.3  1.2  215   224   37 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  30:  1ao5-A 35.3  1.4  222   236   40 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  31:  4h4f-A 35.3  1.3  220   239   37 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  32:  1fq3-A 35.2  1.3  219   227   39 PDB  MOLECULE: GRANZYME B;                                                
  33:  2rdl-A 35.2  1.3  218   226   35 PDB  MOLECULE: CHYMASE 2;                                                 
  34:  1azz-A 35.1  1.3  218   226   41 PDB  MOLECULE: COLLAGENASE;                                               
  35:  2aip-A 35.0  1.4  220   231   38 PDB  MOLECULE: PROTEIN C ACTIVATOR;                                       
  36:  1ym0-A 34.9  1.5  222   238   35 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  37:  2bdb-A 34.9  1.4  221   242   39 PDB  MOLECULE: ELASTASE-1;                                                
  38:  3e0n-B 34.5  1.5  221   254   41 PDB  MOLECULE: PROSTASIN;                                                 
  39:  2pux-B 34.5  1.5  222   258   40 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  40:  3s69-A 34.4  1.6  223   234   41 PDB  MOLECULE: THROMBIN-LIKE ENZYME DEFIBRASE;                            
  41:  5to3-B 34.3  1.4  221   368   39 PDB  MOLECULE: PROTHROMBIN;                                               
  42:  1op8-A 34.3  1.5  222   234   38 PDB  MOLECULE: GRANZYME A;                                                
  43:  1pfx-C 34.2  1.6  220   236   42 PDB  MOLECULE: FACTOR IXA;                                                
  44:  1kig-H 34.1  1.6  221   241   37 PDB  MOLECULE: FACTOR XA;                                                 
  45:  1op0-A 34.1  1.6  222   234   41 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  46:  2oq5-A 34.1  1.5  216   232   41 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  47:  1elt-A 34.1  1.4  217   236   41 PDB  MOLECULE: ELASTASE;                                                  
  48:  1z8g-A 34.0  1.3  220   366   42 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  49:  3f6u-H 34.0  1.6  218   241   36 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  50:  1c5m-D 33.6  1.8  219   241   37 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  51:  1cvw-H 33.5  1.7  221   255   40 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  52:  1eq9-A 33.5  1.6  214   222   31 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  53:  1fiw-A 33.5  1.6  221   260   36 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  54:  4niy-D 33.4  1.0  195   195   74 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  55:  2vnt-B 33.4  1.7  223   258   36 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  56:  1cgi-E 33.4  1.4  218   245   42 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  57:  1pq5-A 33.4  1.6  215   225   39 PDB  MOLECULE: TRYPSIN;                                                   
  58:  3sbk-A 33.2  1.8  220   235   38 PDB  MOLECULE: VIPERA RUSSELLI PROTEINASE RVV-V GAMMA;                    
  59:  4e7n-A 33.2  1.7  221   238   41 PDB  MOLECULE: SNAKE-VENOM THROMBIN-LIKE ENZYME;                          
  60:  5lhq-A 33.2  1.7  217   248   39 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  61:  1fiz-A 32.9  1.6  221   263   37 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  62:  1b0f-A 32.8  1.6  210   218   34 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  63:  4cre-A 32.6  1.9  218   238   38 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  64:  1hyl-A 32.5  1.5  210   230   33 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  65:  1fuj-A 32.5  1.7  210   221   40 PDB  MOLECULE: PR3;                                                       
  66:  5dj7-A 32.4  1.8  215   230   36 PDB  MOLECULE: TRYPSIN;                                                   
  67:  4bxw-B 32.2  1.6  214   288   34 PDB  MOLECULE: FACTOR XA;                                                 
  68:  5gvt-A 32.2  1.7  217   236   37 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  69:  1m9u-A 32.1  1.8  216   241   32 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  70:  2qy0-D 32.0  1.7  213   237   32 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  71:  1fy1-A 31.9  1.6  211   225   31 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  72:  5wi6-B 31.7  1.7  214   245   41 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  73:  1lto-A 31.2  1.7  214   243   40 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  74:  1bda-A 31.1  1.7  219   266   40 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  75:  1a5i-A 30.9  1.9  220   266   38 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  76:  1pyt-C 30.2  1.6  214   248   38 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  77:  5o32-I 30.1  1.7  216   241   33 PDB  MOLECULE: COMPLEMENT C3;                                             
  78:  1zjk-A 29.8  1.7  212   389   33 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  79:  4kkd-B 29.6  1.7  214   405   36 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  80:  6i44-A 29.6  1.6  216   596   39 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  81:  1gvz-A 29.5  2.2  218   237   36 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  82:  1shy-A 29.5  2.1  213   228   35 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  83:  1pyt-D 29.5  1.8  214   251   34 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  84:  1mza-A 29.3  2.1  219   240   42 PDB  MOLECULE: PRO-GRANZYME K;                                            
  85:  4igd-A 28.8  1.9  211   397   34 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  86:  3h7o-A 28.4  1.9  208   228   26 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  87:  5lyo-C 27.9  1.8  210   255   33 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
  88:  1mkw-K 27.8  2.0  216   287   38 PDB  MOLECULE: ALPHA-THROMBIN;                                            
  89:  3k65-B 27.4  1.7  203   274   38 PDB  MOLECULE: PROTHROMBIN;                                               
  90:  4a5t-S 27.3  2.3  208   767   39 PDB  MOLECULE: PLASMINOGEN;                                               
  91:  1gvl-A 27.1  2.6  206   223   42 PDB  MOLECULE: KALLIKREIN 6;                                              
  92:  1gpz-A 27.1  1.7  195   368   32 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  93:  4wjg-2 26.9  1.6  202   310   32 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  94:  4j1y-A 26.4  2.2  204   378   34 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
  95:  4qt8-C 26.3  1.9  199   231   30 PDB  MOLECULE: MACROPHAGE-STIMULATING PROTEIN RECEPTOR;                   
  96:  1fdp-B 26.1  1.8  187   198   40 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  97:  4lk4-A 26.1  2.0  201   326   31 PDB  MOLECULE: VESB PROTEASE;                                             
  98:  2olg-A 26.0  2.1  207   276   32 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
  99:  4dw2-U 25.9  1.9  198   221   37 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 100:  2xxl-A 25.9  2.2  210   354   32 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
 101:  5i25-A 25.7  2.2  202   596   33 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 102:  1sgf-A 25.4  1.9  189   203   40 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 103:  4f4o-C 25.0  1.6  202   309   31 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 104:  3t2n-A 24.9  1.8  191   339   40 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 105:  4duu-A 24.7  2.4  207   682   39 PDB  MOLECULE: PLASMINOGEN;                                               
 106:  5edm-A 24.5  2.1  216   550   38 PDB  MOLECULE: PROTHROMBIN;                                               
 107:  2xrc-B 23.4  1.8  182   485   34 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 108:  4bxs-A 23.0  1.8  174   248   33 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 109:  3h5c-B 22.7  2.3  199   312   24 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 110:  2b9l-A 22.3  2.3  206   372   29 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 111:  2i6q-A 22.3  2.3  197   503   21 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 112:  2xwb-F 22.2  2.2  198   714   24 PDB  MOLECULE: COMPLEMENT C3B BETA CHAIN;                                 
 113:  1p3c-A 22.2  2.4  189   215   17 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 114:  2xrc-A 22.1  1.4  162   461   36 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 115:  6bqm-A 22.1  2.1  200   460   30 PDB  MOLECULE: SERINE PROTEASE VESC;                                      
 116:  6u1b-A 21.5  2.1  181   221   14 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
 117:  4ink-A 21.4  1.9  175   203   15 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
 118:  1qy6-A 21.2  2.1  183   216   12 PDB  MOLECULE: SERINE PROTEASE;                                           
 119:  3wy8-A 20.9  2.5  192   219   14 PDB  MOLECULE: SERINE PROTEASE;                                           
 120:  2xrc-D 20.8  1.8  172   464   36 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 121:  2w7u-B 20.6  2.5  178   200   15 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
 122:  2as9-A 20.2  2.3  177   207   14 PDB  MOLECULE: SERINE PROTEASE;                                           
 123:  3cp7-A 19.8  2.6  187   216   11 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
 124:  1agj-A 19.6  2.4  181   242   14 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
 125:  5mm8-A 19.4  2.2  171   197   15 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
 126:  2xrc-C 19.4  1.6  164   454   35 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 127:  5c2z-A 19.2  2.5  181   248   15 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
 128:  6e0u-A 19.2  2.6  185   241   14 PDB  MOLECULE: SERINE PROTEASE;                                           
 129:  4k1t-C 19.1  2.3  171   203   15 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
 130:  1qtf-A 19.0  2.6  181   246   15 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 131:  1ezx-C 18.5  1.3  137   140   73 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 132:  5ilb-A 18.5  2.7  173   465   13 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
 133:  4ynn-A 18.1  2.4  171   400   13 PDB  MOLECULE: PROTEASE DO;                                               
 134:  3nzi-A 17.9  2.8  170   211   16 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 135:  2kai-B 17.8  1.6  145   152   40 PDB  MOLECULE: KALLIKREIN A;                                              
 136:  5il9-A 17.6  2.7  173   465   15 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 137:  3ak5-A 17.5  2.4  178   970   20 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
 138:  2z9i-A 17.5  2.5  168   284   18 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
 139:  4fln-B 17.4  2.8  170   464   13 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
 140:  3qo6-B 17.4  2.3  171   328   15 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
 141:  5y28-C 17.2  2.6  164   277   15 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
 142:  3k6y-A 17.1  2.7  170   227   19 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
 143:  4nsy-B 17.1  2.9  191   266   15 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
